seqid	sample	count	relab	domain	phylum	class	order	family	genus	species
7ea6a99a1f4df9b870201eb003d2291b	P28309_1061	1074	0.011801679047074853	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
7ea6a99a1f4df9b870201eb003d2291b	P28309_1062	674	0.012984260918145215	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
7ea6a99a1f4df9b870201eb003d2291b	P28309_1063	1716	0.01878365952975174	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
ca4f359002a42791e6e63e002698a66f	P28309_1061	766	0.008417212430222847	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus thioparus
ca4f359002a42791e6e63e002698a66f	P28309_1063	324	0.003546565086037042	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus thioparus
a3b560c225ea35975b6311ff836c3bab	P28309_1064	3	0.001374255611543747	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus rigui
137332d83e7f8d6856f1923f8dd7bdae	P28309_1061	372	0.004087732407366709	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
137332d83e7f8d6856f1923f8dd7bdae	P28309_1062	241	0.004642740179930263	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
137332d83e7f8d6856f1923f8dd7bdae	P28309_1063	723	0.007914094312360436	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
08021c8865231797cfaf7706ff308a30	P28309_1061	9	9.889675179113006e-5	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA
08021c8865231797cfaf7706ff308a30	P28309_1063	7	7.662331976005955e-5	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA
ce9686f1b58060c2e9259d03a2c1f930	P28309_1063	8	8.756950829721091e-5	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	Gallionella acididurans
ce9686f1b58060c2e9259d03a2c1f930	P28309_1064	6	0.002748511223087494	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	Gallionella acididurans
